Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03 00:00:00-05:00,80.56999969482422,81.5,76.5999984741211,76.93000030517578,76.93000030517578,338520
2023-01-04 00:00:00-05:00,77.25,77.41999816894531,72.7300033569336,72.83999633789062,72.83999633789062,352434
2023-01-05 00:00:00-05:00,73.25,74.91999816894531,72.45999908447266,73.66999816894531,73.66999816894531,300731
2023-01-06 00:00:00-05:00,73.97000122070312,75.47000122070312,73.23999786376953,73.7699966430664,73.7699966430664,258128
2023-01-09 00:00:00-05:00,73.47000122070312,76.73999786376953,73.47000122070312,74.62999725341797,74.62999725341797,329290
2023-01-10 00:00:00-05:00,74.86000061035156,75.91999816894531,73.83999633789062,75.12000274658203,75.12000274658203,307430
2023-01-11 00:00:00-05:00,74.77999877929688,77.83999633789062,74.30999755859375,77.41000366210938,77.41000366210938,350891
2023-01-12 00:00:00-05:00,77.69999694824219,79.16000366210938,77.0999984741211,78.38999938964844,78.38999938964844,307705
2023-01-13 00:00:00-05:00,78.31999969482422,80.11000061035156,77.97000122070312,79.86000061035156,79.86000061035156,283539
2023-01-16 00:00:00-05:00,80.0999984741211,80.22000122070312,78.52999877929688,78.8499984741211,78.8499984741211,283539
2023-01-17 00:00:00-05:00,80.0999984741211,81.2300033569336,78.52999877929688,80.18000030517578,80.18000030517578,312275
2023-01-18 00:00:00-05:00,80.97000122070312,82.37999725341797,78.94000244140625,79.4800033569336,79.4800033569336,92549
2023-01-19 00:00:00-05:00,79.13999938964844,81.18000030517578,78.12999725341797,80.33000183105469,80.33000183105469,58863
2023-01-20 00:00:00-05:00,80.5999984741211,81.63999938964844,79.69000244140625,81.30999755859375,81.30999755859375,300145
2023-01-23 00:00:00-05:00,81.79000091552734,82.63999938964844,81.05000305175781,81.62000274658203,81.62000274658203,297076
2023-01-24 00:00:00-05:00,81.62000274658203,82.22000122070312,79.66000366210938,80.12999725341797,80.12999725341797,288207
2023-01-25 00:00:00-05:00,80.26000213623047,81.2300033569336,79.44999694824219,80.1500015258789,80.1500015258789,297234
2023-01-26 00:00:00-05:00,80.4800033569336,82.13999938964844,79.91999816894531,81.01000213623047,81.01000213623047,291060
2023-01-27 00:00:00-05:00,81.22000122070312,82.4800033569336,79.04000091552734,79.68000030517578,79.68000030517578,367588
2023-01-30 00:00:00-05:00,80.04000091552734,80.48999786376953,77.66000366210938,77.9000015258789,77.9000015258789,367588
2023-01-31 00:00:00-05:00,77.91000366210938,79.25,76.55000305175781,79.02999877929688,79.02999877929688,292507
